"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PAIP1",1.8202474122739e-25,0.329257621241563,0.285,0.058,4.79307548599965e-21,"10","PAIP1"
"KDM2A",1.82331310860681e-25,0.289501318975937,0.369,0.089,4.80114807758344e-21,"10","KDM2A"
"PPIA2",1.86793647414775e-25,0.530040827391496,0.977,0.449,4.91865032372585e-21,"10","PPIA"
"SNHG51",1.97394661571272e-25,0.394633958394888,0.723,0.262,5.19779622849474e-21,"10","SNHG5"
"RPSA1",2.10682374280301e-25,0.661904237414019,0.923,0.436,5.54768827954888e-21,"10","RPSA"
"UQCR11.13",2.38819556409403e-25,0.333346008613164,0.823,0.307,6.28859655937241e-21,"10","UQCR11.1"
"DLGAP4",2.47078545796781e-25,0.351340314415473,0.423,0.112,6.50607226792085e-21,"10","DLGAP4"
"SLC25A291",2.54880868144165e-25,0.27093018614301,0.262,0.049,6.71152301997216e-21,"10","SLC25A29"
"MACC1",2.70885459177104e-25,0.277527398252415,0.3,0.063,7.1329559110515e-21,"10","MACC1"
"HES11",2.82368671344124e-25,0.420436194774066,0.508,0.149,7.43533185383347e-21,"10","HES1"
"PLLP",2.99931615706421e-25,0.314836680844734,0.269,0.053,7.89779930478149e-21,"10","PLLP"
"XIST2",3.00357297709128e-25,0.258523784006068,0.5,0.145,7.90900836327676e-21,"10","XIST"
"PPA11",3.04360612535205e-25,0.280796776048653,0.546,0.171,8.01442364927701e-21,"10","PPA1"
"CD2BP2",3.40519533104013e-25,0.262831648439525,0.331,0.074,8.96656034569486e-21,"10","CD2BP2"
"DESI1",3.5021058892624e-25,0.336781000157664,0.438,0.122,9.22174522760574e-21,"10","DESI1"
"IL13RA1",4.19824508491289e-25,0.303047486100787,0.323,0.071,1.10548189575926e-20,"10","IL13RA1"
"RPL282",4.46885246304646e-25,0.648954486815051,0.954,0.459,1.17673823056939e-20,"10","RPL28"
"SYPL11",4.54759320472135e-25,0.325524255089876,0.285,0.058,1.19747224266722e-20,"10","SYPL1"
"H3F3A2",6.23963775617052e-25,0.715042910283669,0.954,0.491,1.64302141395482e-20,"10","H3F3A"
"TPST1",8.57704269274931e-25,0.497336197252073,0.285,0.059,2.25850688185475e-20,"10","TPST1"
"UBE2Z1",1.07981287524726e-24,0.331868889404735,0.362,0.089,2.84336326310109e-20,"10","UBE2Z"
"EIF3I2",1.13386854117262e-24,0.276956396247704,0.562,0.182,2.98570264261575e-20,"10","EIF3I"
"MIDN2",1.14839446439616e-24,0.284785282316987,0.662,0.23,3.02395230364798e-20,"10","MIDN"
"PPDPF2",1.27675349041343e-24,0.317754355469896,0.708,0.255,3.36194729095664e-20,"10","PPDPF"
"CC2D1A1",1.35942586078393e-24,0.50536276035747,0.385,0.1,3.57964017661623e-20,"10","CC2D1A"
"SH3GL1",1.74527449577589e-24,0.335139977126081,0.346,0.082,4.59565680227707e-20,"10","SH3GL1"
"RAB1A",1.92993929409769e-24,0.256129177451764,0.546,0.17,5.08191614921803e-20,"10","RAB1A"
"LIMK1",2.13578611652057e-24,0.254852066431017,0.292,0.061,5.62395200202196e-20,"10","LIMK1"
"REXO2",2.91665649779084e-24,0.252467538704574,0.3,0.065,7.68013988998284e-20,"10","REXO2"
"LPP3",3.15708256872727e-24,0.331525947529152,0.692,0.254,8.31322981997265e-20,"10","LPP"
"RP4-765C7.2",3.7445343515736e-24,0.266294363479176,0.438,0.122,9.8601078545636e-20,"10","RP4-765C7.2"
"BCAR1",4.04391554604312e-24,0.270650250249277,0.362,0.089,1.06484384158407e-19,"10","BCAR1"
"MVB12A",6.0559432058139e-24,0.27164072781755,0.269,0.055,1.59465096495492e-19,"10","MVB12A"
"GLTP",6.35994476574861e-24,0.309232192968504,0.423,0.118,1.67470065571692e-19,"10","GLTP"
"SOWAHC",6.56572022125455e-24,0.386670368632013,0.262,0.052,1.72888544866075e-19,"10","SOWAHC"
"H3F3B1",7.3882774504254e-24,0.601913658476716,0.969,0.458,1.94548121824602e-19,"10","H3F3B"
"G6PD",7.4385285131239e-24,0.251325860893442,0.308,0.068,1.95871332807579e-19,"10","G6PD"
"ATP1A11",8.19226890181496e-24,0.306064034694194,0.862,0.356,2.15718824722592e-19,"10","ATP1A1"
"ZFHX31",1.08417760550282e-23,0.276144881323979,0.369,0.094,2.85485647081002e-19,"10","ZFHX3"
"LSM5",1.97692895204093e-23,0.278210748471376,0.269,0.056,5.20564931651418e-19,"10","LSM5"
"AVL9",2.2696475373193e-23,0.273874359151175,0.254,0.051,5.97643589526919e-19,"10","AVL9"
"RPL37P2",2.38695778322279e-23,0.269286494008698,0.362,0.09,6.28533723478224e-19,"10","RPL37P2"
"TSC22D12",2.67924954643488e-23,0.278617632381257,0.631,0.215,7.05499990567232e-19,"10","TSC22D1"
"C6orf89",3.30302775292844e-23,0.30293290943725,0.392,0.105,8.69753267901116e-19,"10","C6orf89"
"RPL36AL1",3.36457462879747e-23,0.324114769932188,0.769,0.308,8.8595979125495e-19,"10","RPL36AL"
"RPL7P1",3.82661468479401e-23,0.327121615150492,0.515,0.163,1.00762417879996e-18,"10","RPL7P1"
"RBP12",3.93968848118367e-23,0.428987470402732,0.515,0.166,1.03739877086528e-18,"10","RBP1"
"IFRD1",6.07094285978426e-23,0.358323935065085,0.308,0.071,1.59860067383839e-18,"10","IFRD1"
"PAWR",6.69282106844742e-23,0.439425918810924,0.369,0.097,1.76235364374358e-18,"10","PAWR"
"TNFRSF211",6.86299008165483e-23,0.258720453604133,0.485,0.149,1.80716254830135e-18,"10","TNFRSF21"
"MYADM2",8.53968751302594e-23,0.299008367336451,0.508,0.162,2.24867051592999e-18,"10","MYADM"
"WASH3P1",8.95045990703643e-23,0.258837733610463,0.369,0.098,2.35683510272083e-18,"10","WASH3P"
"MRPS18A",1.04308708054603e-22,0.27213103213341,0.277,0.059,2.7466569004938e-18,"10","MRPS18A"
"ZDHHC3",1.10009305951139e-22,0.289088189547537,0.292,0.066,2.8967650443054e-18,"10","ZDHHC3"
"TMUB12",1.31140081493615e-22,0.286948692366556,0.438,0.127,3.45318062588988e-18,"10","TMUB1"
"ATP13A31",1.53748468342926e-22,0.30029738304772,0.377,0.102,4.04850466840593e-18,"10","ATP13A3"
"RAB11FIP5",2.93518851526796e-22,0.258552451775219,0.269,0.058,7.7289383984036e-18,"10","RAB11FIP5"
"S100A101",2.93863430883929e-22,0.401209862565307,0.423,0.122,7.73801186203562e-18,"10","S100A10"
"MKLN1",3.06548315519259e-22,0.271310790983613,0.4,0.114,8.07203024425312e-18,"10","MKLN1"
"ACTG13",3.96869338178123e-22,0.803121031206161,0.992,0.622,1.04503634129063e-17,"10","ACTG1"
"POLDIP2",4.00233692121576e-22,0.269508131191854,0.323,0.079,1.05389535809453e-17,"10","POLDIP2"
"RPS52",4.74475198945813e-22,0.554482472327353,0.962,0.454,1.24938809386412e-17,"10","RPS5"
"RPS102",5.69778176080241e-22,0.585437641519196,0.938,0.449,1.50033989325449e-17,"10","RPS10"
"UBE2Q2P62",5.74941945285592e-22,0.685737586118897,0.938,0.5,1.51393713032602e-17,"10","UBE2Q2P6"
"RPL13A1",7.15556911985876e-22,0.624676980588024,1,0.701,1.88420446064121e-17,"10","RPL13A"
"MBD3",8.59087861928728e-22,0.271586027760503,0.3,0.07,2.26215015803073e-17,"10","MBD3"
"MIF3",1.21736786236631e-21,0.739677659909118,0.969,0.517,3.20557305518297e-17,"10","MIF"
"MICAL31",1.39876490299884e-21,0.321558238589374,0.338,0.088,3.68322774257654e-17,"10","MICAL3"
"PDCD4",1.49590470933306e-21,0.359141009852238,0.4,0.113,3.93901628061581e-17,"10","PDCD4"
"RPL13AP7",1.75456718938229e-21,0.325141237733175,0.685,0.26,4.62012632308144e-17,"10","RPL13AP7"
"PLEC1",2.35091746108052e-21,0.317465104501524,0.3,0.071,6.19043585851722e-17,"10","PLEC"
"LINC01184",2.58509458080984e-21,0.270479691034195,0.254,0.054,6.80707105018846e-17,"10","LINC01184"
"FLRT21",4.95680310966003e-21,0.340250183311086,0.254,0.054,1.30522539483568e-16,"10","FLRT2"
"TMBIM62",5.09737806529783e-21,0.409810001430888,0.9,0.399,1.34224159215423e-16,"10","TMBIM6"
"EEF1B21",5.19632444648735e-21,0.335281853175727,0.885,0.39,1.36829615324905e-16,"10","EEF1B2"
"FTL1",7.04307158302177e-21,0.700636415333664,0.992,0.617,1.85458160924129e-16,"10","FTL"
"ANKLE21",8.14222172104031e-21,0.318062849216375,0.431,0.131,2.14400982358433e-16,"10","ANKLE2"
"LINC01503",8.70148954488698e-21,0.297122809001557,0.262,0.059,2.29127622695964e-16,"10","LINC01503"
"PLOD21",1.0582321562603e-20,0.316810810884156,0.331,0.086,2.78653691386463e-16,"10","PLOD2"
"SRF",1.2705278887318e-20,0.279476324777739,0.262,0.058,3.34555403660858e-16,"10","SRF"
"DNAJB21",1.34609789685214e-20,0.258793117148905,0.454,0.14,3.54454498199105e-16,"10","DNAJB2"
"CTC-505O3.1",1.76480232589618e-20,0.28152712988271,0.254,0.056,4.64707748454983e-16,"10","CTC-505O3.1"
"RPLP02",2.4478518234067e-20,0.656985049156552,0.992,0.549,6.44568342139452e-16,"10","RPLP0"
"SLITRK42",4.64910778656071e-20,0.293935322131655,0.385,0.113,1.22420306235717e-15,"10","SLITRK4"
"VHL",6.73542898720009e-20,0.273056363458273,0.346,0.095,1.77357316090953e-15,"10","VHL"
"RPS183",7.14765756867695e-20,0.618255996841904,0.977,0.548,1.88212119098401e-15,"10","RPS18"
"RPS193",7.27530658070172e-20,0.565127672166398,1,0.577,1.91573372883038e-15,"10","RPS19"
"HNRNPA11",8.36789630377841e-20,0.306819081906777,0.854,0.378,2.20343445471093e-15,"10","HNRNPA1"
"MPV17L",8.99938018938321e-20,0.317642034853665,0.269,0.064,2.36971679146839e-15,"10","MPV17L"
"RHOB2",9.41722191807942e-20,0.311006107958238,0.608,0.222,2.47974287546867e-15,"10","RHOB"
"UBAC2",1.13517744344801e-19,0.362328079764836,0.262,0.061,2.98914924408731e-15,"10","UBAC2"
"HMG20B1",1.28412162265255e-19,0.285630511639734,0.331,0.091,3.38134905676868e-15,"10","HMG20B"
"GAPDH4",1.40615129910848e-19,0.641580472115815,1,0.539,3.70267760081246e-15,"10","GAPDH"
"FAM3C2",1.51196729708033e-19,0.280359145034538,0.369,0.106,3.98131228667192e-15,"10","FAM3C"
"RP11-253E3.1",2.27475232885769e-19,0.302476110073306,0.569,0.206,5.98987783234808e-15,"10","RP11-253E3.1"
"AP1S31",3.16923058341124e-19,0.295296384897834,0.354,0.102,8.34521797223849e-15,"10","AP1S3"
"RP11-186B7.41",4.9154329046348e-19,0.442176795775686,0.6,0.243,1.29433179244844e-14,"10","RP11-186B7.4"
"COX4I12",5.35792865239073e-19,0.320201901282024,0.931,0.418,1.41084977274753e-14,"10","COX4I1"
"RPS81",7.59989604308185e-19,0.628129880222426,0.977,0.575,2.00120462606431e-14,"10","RPS8"
"RPL72",1.4912153526824e-18,0.478872908779559,0.969,0.507,3.92666826668329e-14,"10","RPL7"
"RPS173",2.41613075018308e-18,0.543109248702501,0.962,0.491,6.36215549138209e-14,"10","RPS17"
"RPS15A2",2.76309052544095e-18,0.490566133351682,0.969,0.484,7.27576997159111e-14,"10","RPS15A"
"ZNF3941",3.38562996275171e-18,0.269892178858809,0.315,0.087,8.91504081791781e-14,"10","ZNF394"
"RPL13AP3",4.06725364594533e-18,0.251401452765516,0.269,0.066,1.07098923005032e-13,"10","RPL13AP3"
"PTGR1",6.59300434368458e-18,0.405850354166454,0.285,0.075,1.73606990377902e-13,"10","PTGR1"
"GATC",8.30539902148856e-18,0.256869553102473,0.262,0.065,2.18697767033837e-13,"10","GATC"
"RPL121",1.06934997339402e-17,0.563354062635258,0.954,0.522,2.81581234994113e-13,"10","RPL12"
"COX7C2",1.34063204836389e-17,0.298407464357624,0.877,0.396,3.5301523097518e-13,"10","COX7C"
"RPS122",1.57198344109534e-17,0.584397511177761,0.985,0.626,4.13934679709225e-13,"10","RPS12"
"FAU3",2.69671221478006e-17,0.306027930781333,0.908,0.429,7.10098260395885e-13,"10","FAU"
"RPS91",3.04880342553064e-17,0.555672787403227,1,0.581,8.02810918010728e-13,"10","RPS9"
"RPS71",1.20307592680004e-16,0.387036482520103,0.969,0.517,3.16793953044986e-12,"10","RPS7"
"GNB2L11",1.69436474701827e-16,0.321741637206463,0.969,0.483,4.46160125184852e-12,"10","GNB2L1"
"RPL212",2.10804597877275e-16,0.315293036271621,0.854,0.423,5.55090667130439e-12,"10","RPL21"
"SHROOM1",2.38984626188996e-16,0.428758276967979,0.323,0.099,6.29294317680864e-12,"10","SHROOM1"
"UBC2",3.63369474132762e-16,0.403888864215568,0.938,0.485,9.5682449928639e-12,"10","UBC"
"DOCK7",6.34895419622632e-16,0.298258372422872,0.262,0.069,1.67180661895031e-11,"10","DOCK7"
"EEF21",2.46904373072027e-15,0.370032249411258,0.962,0.509,6.50148595173262e-11,"10","EEF2"
"TMEM106B2",3.12010696832992e-15,0.362219257725039,0.362,0.124,8.21586566900634e-11,"10","TMEM106B"
"RPS271",3.84682049649376e-15,0.371241651475908,1,0.597,1.01294477313674e-10,"10","RPS27"
"RPL37",1.27696166102767e-14,0.420812125327567,0.954,0.54,3.36249544581807e-10,"10","RPL37"
"EMC31",2.44283882703013e-14,0.277170469740163,0.323,0.105,6.43248319933575e-10,"10","EMC3"
"RPL38",4.33529502826614e-14,0.262125377937863,0.946,0.479,1.14156988684304e-09,"10","RPL38"
"MUC132",1.04380853752729e-13,0.647194976803266,0.3,0.097,2.74855664101685e-09,"10","MUC13"
"RPS112",1.9468938460653e-13,0.510809635653488,0.985,0.601,5.12656087545914e-09,"10","RPS11"
"RPS152",2.52313913645591e-13,0.307653071518728,0.977,0.499,6.64392997411569e-09,"10","RPS15"
"RPL181",4.16652013317902e-13,0.270643021864331,0.946,0.47,1.0971280814687e-08,"10","RPL18"
"RPS210",4.30423995647479e-13,0.442634169613874,0.992,0.615,1.13339246533894e-08,"10","RPS2"
"B2M3",4.63849649150632e-13,0.487138835720082,1,0.757,1.22140889614344e-08,"10","B2M"
"PSME4",6.99898458715899e-13,0.284166202006885,0.254,0.078,1.84297262149071e-08,"10","PSME4"
"RPS161",2.3496285010311e-12,0.275808350825908,0.962,0.536,6.1870417689151e-08,"10","RPS16"
"RPLP21",6.97314437211084e-12,0.383382449568143,0.985,0.572,1.83616837606423e-07,"10","RPLP2"
"RPS141",1.59751897414448e-11,0.376491112025734,0.977,0.586,4.20658696271724e-07,"10","RPS14"
"RPL131",4.38763193868176e-11,0.376278747113817,0.992,0.66,1.15535124209368e-06,"10","RPL13"
"RPS281",4.69255515971445e-11,0.392988914905041,0.985,0.641,1.23564362465601e-06,"10","RPS28"
"RPS62",8.84083321947497e-11,0.271947847383198,0.954,0.539,2.32796820335215e-06,"10","RPS6"
"RPS3A2",1.30614408940913e-10,0.269028885176084,0.923,0.516,3.43933861623212e-06,"10","RPS3A"
"EEF1G3",1.62587701349998e-10,0.309437943512944,0.969,0.549,4.28125935194815e-06,"10","EEF1G"
"RPL192",1.88455673127189e-09,0.299897666722988,0.985,0.564,4.96241478478514e-05,"10","RPL19"
"RPLP13",2.74942670724311e-09,0.315365442723261,0.992,0.63,7.23979040551255e-05,"10","RPLP1"
"EEF1A12",2.73122980708429e-08,0.250515099086435,1,0.868,0.000719187432801435,"10","EEF1A1"
"RPL41.23",2.99718175961147e-08,0.287816339746254,0.992,0.784,0.000789217900940893,"10","RPL41.2"
"RPL27A2",3.22866437974573e-08,0.285913748758334,0.992,0.633,0.000850171904474645,"10","RPL27A"
"LAPTM5",0,4.51866507370148,0.765,0.007,0,"11","LAPTM5"
"TYROBP",0,3.98879640490585,0.565,0.004,0,"11","TYROBP"
"C1QB",0,3.73533910391103,0.494,0.005,0,"11","C1QB"
"C1QA",0,3.40277368882516,0.365,0.002,0,"11","C1QA"
"SDS",0,3.30235310503431,0.4,0.004,0,"11","SDS"
"C1QC",0,2.91526307845065,0.365,0.002,0,"11","C1QC"
"FCER1G",0,2.76565171561152,0.435,0.003,0,"11","FCER1G"
"FPR3",0,2.72186599959929,0.329,0.002,0,"11","FPR3"
"SPI1",0,2.28660245645184,0.329,0.002,0,"11","SPI1"
"CD53",0,1.94883734920966,0.282,0.001,0,"11","CD53"
"HLA-DQB1",0,1.71578230143966,0.271,0.001,0,"11","HLA-DQB1"
"CD300A",1.00089016580512e-305,1.97943897711129,0.282,0.001,2.63554398459804e-301,"11","CD300A"
"ITGB2",1.44438927145509e-299,2.5332789663144,0.353,0.003,3.80336582959556e-295,"11","ITGB2"
"SRGN",2.11533525015706e-298,3.19164406889399,0.447,0.007,5.57010078071356e-294,"11","SRGN"
"ALOX5AP",1.77104375354017e-278,2.00040461645921,0.353,0.004,4.66351241182199e-274,"11","ALOX5AP"
"LSP1",3.39673376804207e-263,2.67879729759802,0.4,0.006,8.94427935800837e-259,"11","LSP1"
"RGS1",7.34647317825606e-262,2.22006120300423,0.318,0.003,1.93447331729839e-257,"11","RGS1"
"VSIG4",3.4432265451102e-259,2.62695290500213,0.282,0.002,9.06670413858419e-255,"11","VSIG4"
"RUNX3",3.54164385276616e-259,1.42385825317493,0.282,0.002,9.32585659310386e-255,"11","RUNX3"
"LCP1",1.86724134546438e-242,1.87697836018546,0.259,0.002,4.91681991087681e-238,"11","LCP1"
"HLA-DRA1",4.86402272323538e-209,4.45780600977707,0.588,0.023,1.28079446348234e-204,"11","HLA-DRA"
"HLA-DMB",2.19247508466078e-207,2.24041209713877,0.259,0.003,5.77322539292878e-203,"11","HLA-DMB"
"HLA-DRB11",1.81043282951368e-179,3.66918055660424,0.459,0.016,4.76723172667541e-175,"11","HLA-DRB1"
"GPSM3",3.8430511714373e-175,1.48082394124851,0.271,0.004,1.01195223446287e-170,"11","GPSM3"
"S100A4",1.53622476111549e-162,2.28607774970045,0.376,0.011,4.04518704096931e-158,"11","S100A4"
"CD37",6.38269726464608e-162,2.07300240066578,0.376,0.011,1.68069184372661e-157,"11","CD37"
"HLA-DPB1",5.86306227632323e-157,3.11908378564549,0.412,0.015,1.54386155860143e-152,"11","HLA-DPB1"
"APOE",1.23365523222698e-156,3.90300458221555,0.376,0.012,3.24846095750008e-152,"11","APOE"
"CAPG1",5.62597853180493e-137,2.60812678671728,0.506,0.027,1.48143266699488e-132,"11","CAPG"
"HLA-DPA1",2.82654612302129e-124,2.26727733725524,0.259,0.007,7.44286125113965e-120,"11","HLA-DPA1"
"ARHGDIB",8.68123619499054e-115,1.82890870915118,0.329,0.013,2.28594311486491e-110,"11","ARHGDIB"
"ACP5",2.10964753680243e-110,5.09204120594318,0.659,0.065,5.55512389390816e-106,"11","ACP5"
"IFI30",6.9329996207847e-103,4.54005126751106,0.741,0.092,1.82559746014503e-98,"11","IFI30"
"PTPN6",6.78728217700156e-90,1.98242889511315,0.318,0.016,1.78722714284805e-85,"11","PTPN6"
"MS4A7",2.06183113328112e-88,2.23889152956363,0.294,0.014,5.42921374015585e-84,"11","MS4A7"
"CD681",2.29106963676093e-86,3.15171059378195,0.447,0.036,6.03284456751888e-82,"11","CD68"
"HMOX1",1.44713594456244e-83,2.53592734533784,0.294,0.015,3.81059836922182e-79,"11","HMOX1"
"HLA-DMA",1.26700857303218e-81,1.85456225483169,0.259,0.011,3.33628697450834e-77,"11","HLA-DMA"
"LYZ2",8.20463406753174e-78,3.64462706983236,0.635,0.082,2.16044424266246e-73,"11","LYZ"
"BST2",2.37187180834239e-71,1.33717017536013,0.306,0.019,6.24561284572717e-67,"11","BST2"
"TGFBI",1.75241650534265e-69,2.2609944071155,0.306,0.02,4.61446314186827e-65,"11","TGFBI"
"TNFRSF1B",6.7177569701195e-62,2.02057353925641,0.259,0.016,1.76891976537187e-57,"11","TNFRSF1B"
"CD742",7.14350580905581e-62,4.11057649099605,0.718,0.144,1.88102794964058e-57,"11","CD74"
"PIK3R2",1.07581632029773e-59,3.99108951203027,0.741,0.16,2.83283953460797e-55,"11","PIK3R2"
"GPNMB",3.13546006079811e-56,2.8092528137046,0.294,0.023,8.25629343209359e-52,"11","GPNMB"
"MYO9B",1.79032790206941e-50,1.21839461878803,0.271,0.021,4.71429143172916e-46,"11","MYO9B"
"LGALS92",2.81592124050668e-45,1.95727374579307,0.329,0.036,7.4148838105022e-41,"11","LGALS9"
"PTAFR1",1.92622764775921e-44,2.04414247557297,0.329,0.036,5.07214264207956e-40,"11","PTAFR"
"ARRB2",6.15632508814149e-42,1.3784920168553,0.282,0.028,1.62108352220942e-37,"11","ARRB2"
"TMSB4X5",2.0947728465586e-40,2.20788108500457,0.988,0.624,5.51595585955811e-36,"11","TMSB4X"
"ENG1",2.50653037467891e-40,1.42040159674567,0.318,0.035,6.60019578260449e-36,"11","ENG"
"CTSD2",3.97764473075329e-40,3.55839965711187,0.871,0.4,1.04739341050196e-35,"11","CTSD"
"SIRPA",2.67613071762641e-38,1.60562963897863,0.271,0.028,7.04678740565386e-34,"11","SIRPA"
"SLC16A31",3.71385689425452e-32,1.56208990818359,0.259,0.031,9.779327973951e-28,"11","SLC16A3"
"GM2A",4.53038936755067e-31,2.23413470574798,0.353,0.06,1.19294212826344e-26,"11","GM2A"
"CTSB1",5.84688922367273e-31,3.24420885876072,0.729,0.305,1.5396028703775e-26,"11","CTSB"
"CTSS1",2.07884933557363e-30,2.85250869642005,0.4,0.079,5.47402607043247e-26,"11","CTSS"
"NINJ12",7.29599384085448e-30,2.25177372974699,0.306,0.046,1.9211810981738e-25,"11","NINJ1"
"HK1",2.59521510303024e-29,1.16524117994766,0.259,0.033,6.83372040929923e-25,"11","HK1"
"GPX11",3.58898342645986e-26,3.06757382369851,0.6,0.216,9.4505111585541e-22,"11","GPX1"
"CTSC",9.71932298894103e-26,1.94782550354886,0.271,0.042,2.55929212944795e-21,"11","CTSC"
"FTL2",3.47535443016642e-25,3.13794396288104,0.882,0.621,9.15130328551422e-21,"11","FTL"
"TTYH31",4.69851675648636e-24,1.27972904317479,0.271,0.043,1.23721343231799e-19,"11","TTYH3"
"TYMP2",8.06644009960644e-23,1.56852800413346,0.282,0.049,2.12405500702837e-18,"11","TYMP"
"PLIN23",2.57164718315014e-21,1.62696650517929,0.424,0.109,6.77166136267096e-17,"11","PLIN2"
"LITAF3",1.30522712244785e-19,1.3707843523892,0.376,0.092,3.43692405882969e-15,"11","LITAF"
"UCP2",1.90418914794671e-19,1.59924881250494,0.306,0.065,5.01411086437327e-15,"11","UCP2"
"RHOG",3.15716578269766e-19,1.69673670828304,0.294,0.062,8.31344893899947e-15,"11","RHOG"
"LGALS11",4.50075249863398e-19,0.589124424668981,0.259,0.046,1.1851381479403e-14,"11","LGALS1"
"SAMHD11",9.59485205096762e-19,1.18885766247731,0.259,0.05,2.52651644206079e-14,"11","SAMHD1"
"AHNAK1",3.11766969680691e-18,1.22388680771273,0.294,0.063,8.20944784563196e-14,"11","AHNAK"
"FTH13",3.6922384798686e-18,2.48462622121528,0.882,0.635,9.72240236519001e-14,"11","FTH1"
"ACTB3",2.96772904731692e-17,1.42787653361021,0.882,0.713,7.81462412739491e-13,"11","ACTB"
"RAB311",6.39180865667523e-17,2.14766496688936,0.306,0.075,1.68309105547572e-12,"11","RAB31"
"ZYX2",1.54384625492428e-16,1.42753742759268,0.341,0.089,4.06525595846662e-12,"11","ZYX"
"TMSB4XP42",3.28119640273293e-16,1.44051220206324,0.282,0.065,8.64004636767635e-12,"11","TMSB4XP4"
"VIM2",1.35585557652031e-15,1.34704282455318,0.482,0.164,3.57023890409329e-11,"11","VIM"
"SH3BGRL33",9.47963535269598e-15,1.71858482819933,0.541,0.233,2.4961775810719e-10,"11","SH3BGRL3"
"FAM20C1",4.88056772587854e-14,1.50054414852808,0.282,0.074,1.28515109357834e-09,"11","FAM20C"
"CEBPB3",6.13646496724632e-14,1.47566237524787,0.306,0.083,1.6158539551753e-09,"11","CEBPB"
"CRTAP1",2.36705264319055e-13,1.55806770093668,0.353,0.113,6.23292302004937e-09,"11","CRTAP"
"FLNA3",3.37407463474809e-13,1.17331011586014,0.306,0.083,8.88461332821867e-09,"11","FLNA"
"MMP143",8.38181147518608e-13,1.34496604303015,0.329,0.099,2.207098597646e-08,"11","MMP14"
"RNASET2",3.62271047837978e-12,1.42983417151554,0.271,0.077,9.53932123166963e-08,"11","RNASET2"
"PSAP2",2.061933325291e-11,1.59802210227187,0.765,0.599,5.42948283215625e-07,"11","PSAP"
"IFNGR22",2.80270589426832e-11,1.06659557600334,0.318,0.103,7.38008516078733e-07,"11","IFNGR2"
"CTSL",5.91319366879201e-11,2.08720557661283,0.318,0.111,1.55706215686631e-06,"11","CTSL"
"S100A114",1.19888164768481e-10,1.17745635808344,0.529,0.255,3.15689515468365e-06,"11","S100A11"
"MGAT11",1.25182613593864e-10,1.69942476282036,0.376,0.155,3.29630858115361e-06,"11","MGAT1"
"PKM1",3.11382138908216e-10,1.12271452568178,0.706,0.459,8.19931448173114e-06,"11","PKM"
"TMSB104",3.66674106028822e-10,0.927117862248296,0.624,0.333,9.65526255995094e-06,"11","TMSB10"
"CD92",4.46881648237319e-10,1.32166029990785,0.271,0.084,1.17672875613851e-05,"11","CD9"
"ATP6V1F",6.31452905212323e-10,1.07635336957524,0.459,0.221,1.66274179000509e-05,"11","ATP6V1F"
"BRI34",8.63701275097242e-10,1.50680654078958,0.494,0.26,2.27429819758606e-05,"11","BRI3"
"ASAH1",1.15917229208479e-09,1.55606361035449,0.412,0.192,3.05233247951766e-05,"11","ASAH1"
"FCGRT3",1.90998287435191e-09,1.70563305881612,0.376,0.171,5.02936690474345e-05,"11","FCGRT"
"NPC21",5.09811573096233e-09,1.45591583766646,0.553,0.332,0.0001342435834277,"11","NPC2"
"VAMP82",9.59689012389557e-09,0.943753652135137,0.388,0.171,0.000252705310742418,"11","VAMP8"
"PFN12",1.01127683625793e-08,1.42572735059217,0.541,0.326,0.000266289416523437,"11","PFN1"
"COTL11",1.21122603967462e-08,1.68500772335419,0.388,0.181,0.000318940040767122,"11","COTL1"
"GRN2",1.77946138894814e-08,1.49373664684495,0.6,0.437,0.000468567772937823,"11","GRN"
"CYB561A3",1.85768252527808e-08,1.27889733437904,0.271,0.101,0.000489164962556225,"11","CYB561A3"
"RPLP14",2.11981614750202e-08,0.728167362693318,0.812,0.635,0.000558189987960233,"11","RPLP1"
"GLUL2",2.33637446438289e-08,1.38027690215367,0.329,0.136,0.000615214123961302,"11","GLUL"
"CLIC13",2.49868381003206e-08,1.06506989699998,0.541,0.297,0.000657953420857643,"11","CLIC1"
"CAP11",3.80398784347153e-08,1.11254249099315,0.424,0.204,0.00100166607894292,"11","CAP1"
"TPP1",4.0636163502695e-08,1.44701289201127,0.318,0.131,0.00107003145735296,"11","TPP1"
"LGMN1",4.18979657958089e-08,1.68658084244355,0.306,0.128,0.00110325723533524,"11","LGMN"
"GRB2",5.9191870096422e-08,1.0643465066087,0.341,0.15,0.00155864032337898,"11","GRB2"
"ARPC1B3",6.7754867947909e-08,0.966491841327679,0.494,0.273,0.00178412118280434,"11","ARPC1B"
"CORO1B",9.09589298700831e-08,0.934637277936547,0.318,0.133,0.00239513054133903,"11","CORO1B"
"CTSZ1",1.58969097701552e-07,1.38840691987661,0.424,0.228,0.00418597428067726,"11","CTSZ"
"SAT14",7.81887572613818e-07,0.726679266598901,0.471,0.247,0.020588663562067,"11","SAT1"
"APH1A2",9.74596213934303e-07,1.02358185557521,0.329,0.15,0.0256630675053181,"11","APH1A"
"CD442",1.81343899023076e-06,0.637936778585634,0.329,0.138,0.0477514754907564,"11","CD44"
"CTSA1",1.87485233007189e-06,1.35168413892673,0.412,0.244,0.0493686115554529,"11","CTSA"
