"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SST",3.15311600441841e-275,1.77673629112857,0.949,0.886,8.30278506283456e-271,"0","SST"
"MT-ND4",8.80337567210158e-235,0.750933851578394,0.997,0.993,2.31810488197779e-230,"0","MT-ND4"
"MT-ND1",1.29429439261419e-168,0.754043088549592,0.979,0.983,3.40813599463169e-164,"0","MT-ND1"
"INS",4.95000454113114e-156,0.954744498616551,0.931,0.849,1.30343519577065e-151,"0","INS"
"IAPP",1.73419058029238e-129,0.868109526864295,0.847,0.739,4.5664706360259e-125,"0","IAPP"
"MT-CYB",2.19720168521293e-109,0.578422365817506,0.963,0.978,5.78567147750269e-105,"0","MT-CYB"
"MT-ND2",9.54661116417482e-80,0.523793912087691,0.944,0.956,2.51381365175051e-75,"0","MT-ND2"
"PPY",1.7379069951328e-66,0.936736508736587,0.571,0.452,4.57625669958368e-62,"0","PPY"
"MT-ATP6",5.61480227075496e-54,0.397030200232077,0.944,0.974,1.4784897339352e-49,"0","MT-ATP6"
"COPZ1",4.36823227611801e-49,0.257870635372528,0.08,0.28,1.15024292294739e-44,"0","COPZ1"
"EIF4A2",4.03493400425715e-46,0.287356190207949,0.159,0.415,1.06247882200099e-41,"0","EIF4A2"
"SHFM1",8.70192286706795e-46,0.289650183689243,0.075,0.261,2.29139032935633e-41,"0","SHFM1"
"ATP6AP1",1.42978883712319e-44,0.275008186453188,0.171,0.431,3.76491996591279e-40,"0","ATP6AP1"
"MTND2P28",1.14071022726907e-43,0.262531709591319,0.111,0.316,3.00371817044492e-39,"0","MTND2P28"
"DDR1",3.11636265492117e-43,0.298965640005924,0.171,0.428,8.20600614293842e-39,"0","DDR1"
"PSMB1",5.29837390365645e-41,0.254827468516583,0.104,0.299,1.39516781631082e-36,"0","PSMB1"
"CIRBP",1.79246629785673e-39,0.300959584317647,0.183,0.436,4.71992225551633e-35,"0","CIRBP"
"VAMP2",4.0122270420334e-39,0.387659645846096,0.162,0.4,1.05649962470823e-34,"0","VAMP2"
"ATP5G2",2.18779968992455e-38,0.292522917097955,0.219,0.498,5.76091414350934e-34,"0","ATP5G2"
"TMED9",8.28209743894146e-37,0.350686792671502,0.132,0.335,2.18084189762206e-32,"0","TMED9"
"HIST1H4C",1.23130036178713e-36,0.491703261141459,0.144,0.357,3.24226011265788e-32,"0","HIST1H4C"
"MT-ND4L",3.2013913857848e-36,0.346438359402439,0.142,0.351,8.42990379704854e-32,"0","MT-ND4L"
"TMEM258",8.56376625011468e-36,0.276301650496597,0.183,0.419,2.2550109289802e-31,"0","TMEM258"
"RPS13",9.14886398881356e-33,0.269145343644788,0.228,0.492,2.40907886553439e-28,"0","RPS13"
"MT-CO1",5.30251315514552e-28,0.272097398215807,0.967,0.979,1.39625776401292e-23,"0","MT-CO1"
"RP5-857K21.7",3.89705421715595e-26,0.277194496216308,0.141,0.288,1.0261723164615e-21,"0","RP5-857K21.7"
"UCN3",3.97209826088001e-26,0.305402949884379,0.115,0.268,1.04593291405492e-21,"0","UCN3"
"RP5-857K21.6",1.68372477569054e-25,0.446117478999166,0.138,0.287,4.43358407934833e-21,"0","RP5-857K21.6"
"MT-CO3",4.22550457482557e-24,0.256118521499439,0.94,0.971,1.11265986464307e-19,"0","MT-CO3"
"TOMM7",2.33421185949074e-23,0.411988229716373,0.269,0.531,6.14644666841103e-19,"0","TOMM7"
"MT-ND3",5.07227539221972e-19,0.346688089046599,0.797,0.888,1.3356315562793e-14,"0","MT-ND3"
"SEC11C",1.66065846492473e-18,0.602237264310846,0.136,0.276,4.37284586983981e-14,"0","SEC11C"
"MT-ND5",3.45932728927524e-18,0.568924715879727,0.644,0.786,9.10910061811957e-14,"0","MT-ND5"
"GNAS",5.16872003925621e-16,0.256437828752158,0.852,0.885,1.36102736073695e-11,"0","GNAS"
"MTND1P23",6.99644933532725e-16,0.489168212361469,0.402,0.552,1.84230503897837e-11,"0","MTND1P23"
"HSP90AB1",7.6009167424465e-16,0.278916083679409,0.331,0.603,2.00147339662101e-11,"0","HSP90AB1"
"RPS23P8",1.29069548366871e-13,0.725876777358228,0.294,0.231,3.39865934759646e-09,"0","RPS23P8"
"UCHL1",1.56911332652287e-13,0.617571951596381,0.144,0.266,4.13178921140002e-09,"0","UCHL1"
"SCGN",1.02526285619384e-10,0.315080849002787,0.3,0.501,2.69972215292961e-06,"0","SCGN"
"CDKN1C",6.31833571383298e-08,0.345029311339847,0.231,0.354,0.0016637441601665,"0","CDKN1C"
"TTR",0,1.51248607675645,0.99,0.862,0,"1","TTR"
"GCG",4.26007114174099e-291,1.62107419034604,0.988,0.935,1.12176193304324e-286,"1","GCG"
"TM4SF4",4.52557626644816e-125,1.29630962252146,0.648,0.353,1.19167474248113e-120,"1","TM4SF4"
"CFC1B",2.81618345012077e-74,1.22830961637504,0.574,0.36,7.41557426085802e-70,"1","CFC1B"
"CLU",7.78503256599454e-70,0.919575018158582,0.705,0.541,2.04995477527768e-65,"1","CLU"
"SERPINA1",1.70001894316143e-66,1.13040869183981,0.71,0.555,4.47648988113267e-62,"1","SERPINA1"
"CFC1",1.60345233986285e-52,0.869450673324509,0.658,0.482,4.22221070132686e-48,"1","CFC1"
"PCSK2",1.59997498460862e-44,0.852662458865579,0.584,0.441,4.21305412947142e-40,"1","PCSK2"
"TMEM176B",2.48612538740481e-43,1.11351978663361,0.485,0.345,6.54646537011433e-39,"1","TMEM176B"
"CHGB",6.8909387796239e-40,0.73164575152541,0.676,0.53,1.81452199945056e-35,"1","CHGB"
"CD99",6.35066593676896e-39,0.863992035384223,0.581,0.477,1.67225735447e-34,"1","CD99"
"CRYBA2",1.53813609954946e-38,1.353343776492,0.351,0.217,4.05021997733363e-34,"1","CRYBA2"
"SCG5",9.22677128470632e-37,0.683523132151792,0.601,0.482,2.42959341468887e-32,"1","SCG5"
"PCSK1N",4.54930536073456e-35,0.520860194402244,0.736,0.584,1.19792308758863e-30,"1","PCSK1N"
"GPX3",8.49749212144399e-32,0.939507943958383,0.499,0.393,2.23755962541863e-27,"1","GPX3"
"CHGA",6.94290696606137e-31,0.548433132424663,0.732,0.615,1.82820626230328e-26,"1","CHGA"
"RNASEK",1.04486456433483e-30,0.792990309778548,0.532,0.424,2.75133737080648e-26,"1","RNASEK"
"B2M",3.16862368086592e-29,0.451199941203007,0.803,0.752,8.34361987645613e-25,"1","B2M"
"VGF",1.50855639554162e-28,0.980220655599255,0.438,0.329,3.97233070074019e-24,"1","VGF"
"ALDH1A1",7.35882387427273e-28,0.966561929231353,0.459,0.363,1.9377255025735e-23,"1","ALDH1A1"
"TMEM176A",5.44695483023893e-26,0.896722102233843,0.416,0.31,1.43429214589852e-21,"1","TMEM176A"
"SPINT2",1.21735163133578e-25,0.69384475821616,0.6,0.539,3.20553031563339e-21,"1","SPINT2"
"RNASEK-C17orf49",1.33076688900096e-20,0.617222645122831,0.606,0.556,3.50417537211733e-16,"1","RNASEK-C17orf49"
"MALAT1",7.31020292929056e-18,0.319697670533378,0.841,0.794,1.92492263534079e-13,"1","MALAT1"
"HLA-A",2.63310063801901e-17,0.432084246240461,0.728,0.698,6.93348060003166e-13,"1","HLA-A"
"COX7A2L",2.94087791208891e-14,0.269967319903395,0.142,0.266,7.74391971811252e-10,"1","COX7A2L"
"PEMT",7.84805956736234e-13,0.787936081541944,0.417,0.372,2.06655104527785e-08,"1","PEMT"
"MAFB",1.14885823235236e-12,0.776718496797475,0.395,0.34,3.02517349743023e-08,"1","MAFB"
"ARL2",6.42317221614584e-12,0.279655516032302,0.144,0.256,1.69134970795552e-07,"1","ARL2"
"MAGED1",1.15830730547464e-11,0.261053538840641,0.17,0.293,3.05005479677582e-07,"1","MAGED1"
"ANAPC11",4.92283812361825e-11,0.254629048063743,0.164,0.279,1.29628173471116e-06,"1","ANAPC11"
"YWHAE",5.53415433134421e-11,0.250700836270338,0.197,0.329,1.45725351852956e-06,"1","YWHAE"
"C10orf10",6.22056692754431e-11,0.763158029734677,0.413,0.37,1.63799968336097e-06,"1","C10orf10"
"POLR2L",3.25996680135682e-10,0.256550817871666,0.154,0.264,8.58414458133277e-06,"1","POLR2L"
"RPL13AP5",6.33729138559888e-09,0.320152564486831,0.25,0.181,0.00016687355676559,"1","RPL13AP5"
"RHBDD2",7.45709560549153e-09,0.388793224427766,0.167,0.274,0.000196360241483803,"1","RHBDD2"
"FKBP8",1.31100917846515e-08,0.403008776846423,0.155,0.257,0.000345214936873444,"1","FKBP8"
"SSTR2",5.12784969335303e-08,0.325539999002032,0.167,0.265,0.00135026538125372,"1","SSTR2"
"HMGN2",1.1337112121374e-07,0.280845639718947,0.183,0.287,0.00298528836380021,"1","HMGN2"
"CAPZB",2.47176461391249e-07,0.343136117791436,0.22,0.336,0.00650865058135436,"1","CAPZB"
"KIAA1324",2.778453583413e-07,0.657236766131275,0.423,0.412,0.00731622397584312,"1","KIAA1324"
"HINT1",3.40757304626574e-07,0.682329126875265,0.47,0.492,0.00897282134542694,"1","HINT1"
"CD63",3.50150306018448e-07,0.386954342436991,0.626,0.644,0.00922015785807778,"1","CD63"
"AC092155.4",0,1.53824519400246,0.617,0.079,0,"2","AC092155.4"
"VGF1",0,1.52261471849811,0.967,0.268,0,"2","VGF"
"CRYBA21",0,1.48795391011318,0.907,0.155,0,"2","CRYBA2"
"LOXL4",0,1.44892207986811,0.592,0.078,0,"2","LOXL4"
"FXYD5",0,1.41357230110161,0.744,0.093,0,"2","FXYD5"
"FXYD3",0,1.35581817494866,0.8,0.102,0,"2","FXYD3"
"SLC7A2",0,1.30996526413115,0.915,0.175,0,"2","SLC7A2"
"PLCE1",0,1.26868946450428,0.732,0.133,0,"2","PLCE1"
"GC",0,1.20046938961716,0.859,0.103,0,"2","GC"
"GLS",0,1.19799023842306,0.793,0.112,0,"2","GLS"
"SLC22A17",0,1.13898374154111,0.9,0.189,0,"2","SLC22A17"
"IRX2",0,1.08214494765819,0.744,0.068,0,"2","IRX2"
"SLC7A8",0,1.04733817431822,0.836,0.167,0,"2","SLC7A8"
"CD82",0,0.999038118720899,0.871,0.194,0,"2","CD82"
"EGFL7",0,0.99411002365507,0.64,0.063,0,"2","EGFL7"
"F10",0,0.975762090167449,0.579,0.043,0,"2","F10"
"KIAA1244",0,0.941512509739407,0.885,0.201,0,"2","KIAA1244"
"PAPPA2",0,0.880003937518758,0.583,0.057,0,"2","PAPPA2"
"PTPRN2",0,0.866141129978303,0.821,0.158,0,"2","PTPRN2"
"SLC29A4",0,0.829269351367791,0.862,0.195,0,"2","SLC29A4"
"FXYD6",0,0.777372655245962,0.792,0.146,0,"2","FXYD6"
"PLIN3",0,0.765566435065653,0.729,0.135,0,"2","PLIN3"
"WFS1",0,0.745452882912838,0.641,0.102,0,"2","WFS1"
"CD99L2",0,0.741049988767697,0.49,0.054,0,"2","CD99L2"
"FAP",0,0.710770762085943,0.46,0.038,0,"2","FAP"
"C5orf38",0,0.705971578740609,0.486,0.034,0,"2","C5orf38"
"FEV",0,0.696093790749522,0.69,0.096,0,"2","FEV"
"KIF12",0,0.679269064748083,0.612,0.071,0,"2","KIF12"
"VSTM2L",0,0.661014905421963,0.417,0.027,0,"2","VSTM2L"
"ARX",0,0.657643173114919,0.593,0.061,0,"2","ARX"
"KCNH6",0,0.653394411199939,0.469,0.045,0,"2","KCNH6"
"COTL1",0,0.626735948117357,0.715,0.114,0,"2","COTL1"
"GPR119",0,0.62617408730654,0.488,0.044,0,"2","GPR119"
"SPECC1L-ADORA2A",0,0.459384585059099,0.373,0.022,0,"2","SPECC1L-ADORA2A"
"ADORA2A",0,0.397609427699557,0.343,0.016,0,"2","ADORA2A"
"ELL2",3.64746325530329e-307,0.625311159576155,0.649,0.106,9.60450024386463e-303,"2","ELL2"
"BCAM",3.02122895755777e-306,0.863644120582356,0.564,0.08,7.95550009104111e-302,"2","BCAM"
"SEZ6L21",3.18563729327155e-305,0.901901383885754,0.902,0.223,8.38842012064264e-301,"2","SEZ6L2"
"TMEM176A1",3.48315924688755e-301,1.10612290236251,0.96,0.247,9.17185492890431e-297,"2","TMEM176A"
"KCNMB2",6.6922915266761e-301,0.518370673170312,0.478,0.052,1.76221420480435e-296,"2","KCNMB2"
"PDE3B",4.63358208273708e-300,0.765968524154387,0.436,0.043,1.22011483402633e-295,"2","PDE3B"
"HEXA",7.38267309912142e-300,0.819918445687006,0.715,0.141,1.94400548046065e-295,"2","HEXA"
"RGS4",1.32358060913328e-298,0.656567790658444,0.644,0.104,3.48525245996976e-294,"2","RGS4"
"SLC6A19",2.96585734172682e-296,0.660219122989712,0.291,0.011,7.80969555223507e-292,"2","SLC6A19"
"SESN2",2.95716830632157e-295,0.735916519383395,0.569,0.083,7.78681558420595e-291,"2","SESN2"
"DPP7",1.66291656314265e-291,0.707075727668885,0.646,0.114,4.37879189406723e-287,"2","DPP7"
"CACNA2D2",9.12920377779897e-290,0.592632316664583,0.529,0.07,2.40390193877003e-285,"2","CACNA2D2"
"NEURL1",2.27399225278625e-289,0.625053241562707,0.71,0.134,5.98787640003677e-285,"2","NEURL1"
"SLC38A4",5.95928882316185e-288,0.619716867657488,0.353,0.024,1.56919993291498e-283,"2","SLC38A4"
"PTPRT",1.04278554830968e-286,0.568214116599884,0.28,0.01,2.74586290580905e-282,"2","PTPRT"
"CACNA1A",4.23388232517575e-286,1.13493594128438,0.83,0.219,1.11486589386528e-281,"2","CACNA1A"
"SMIM24",7.74876722871049e-282,0.475848249690292,0.727,0.135,2.04040538666405e-277,"2","SMIM24"
"C4orf48",4.12233164955989e-281,0.719646333973777,0.705,0.143,1.08549236996211e-276,"2","C4orf48"
"TM4SF41",1.64977107441024e-279,1.47450519212946,0.99,0.332,4.34417719313703e-275,"2","TM4SF4"
"NAA20",6.35135755231033e-279,0.593656709334127,0.633,0.111,1.67243947067436e-274,"2","NAA20"
"SPTSSB",2.86329386574143e-276,0.568621607755565,0.371,0.03,7.53962540727033e-272,"2","SPTSSB"
"COL27A1",3.66605436175963e-276,0.559868344325436,0.558,0.085,9.65345434538545e-272,"2","COL27A1"
"SLC37A4",1.11507949255576e-275,0.538792301340426,0.554,0.084,2.93622731979782e-271,"2","SLC37A4"
"FRRS1L",1.61452584037934e-274,0.682806104804781,0.553,0.086,4.25136944288689e-270,"2","FRRS1L"
"BSG",2.93480976683954e-271,0.960335547514317,0.936,0.279,7.72794107804188e-267,"2","BSG"
"DPP4",4.7242954331571e-271,0.467356701512831,0.31,0.018,1.24400147345893e-266,"2","DPP4"
"PIGT",9.90737229702993e-270,0.81055917437869,0.728,0.164,2.60880927325392e-265,"2","PIGT"
"SMOC1",3.22039822964751e-269,0.586321149547639,0.537,0.078,8.47995261830781e-265,"2","SMOC1"
"ZNF331",7.29342653846116e-268,1.14136726022673,0.565,0.093,1.92050507610759e-263,"2","ZNF331"
"APLP11",1.56143433857452e-266,0.704015897171432,0.779,0.174,4.11156890033442e-262,"2","APLP1"
"NUCB11",2.5247667622372e-264,0.670567479306042,0.831,0.212,6.64821583832299e-260,"2","NUCB1"
"AC009014.3",1.51318059785851e-263,0.59076353441822,0.402,0.041,3.98450715028102e-259,"2","AC009014.3"
"TSPAN7",1.63233807882693e-263,0.487595371536171,0.614,0.108,4.29827262916706e-259,"2","TSPAN7"
"TUSC3",1.80963299635268e-262,0.646088636269488,0.771,0.177,4.76512560599587e-258,"2","TUSC3"
"LRPAP11",4.63436536380271e-262,0.695558982953263,0.868,0.234,1.22032108759653e-257,"2","LRPAP1"
"HPS1",1.30377139798029e-261,0.529781154476634,0.58,0.099,3.4330908451617e-257,"2","HPS1"
"ADCY1",2.32271271613894e-261,0.680278969972119,0.405,0.043,6.11616712413706e-257,"2","ADCY1"
"NENF1",6.03466212740276e-259,0.767007569664338,0.83,0.212,1.5890472313877e-254,"2","NENF"
"IGFBP2",6.79298966278134e-259,0.816356363190831,0.568,0.091,1.78873003800358e-254,"2","IGFBP2"
"ABHD15",1.94197038651634e-258,0.629232778163611,0.432,0.052,5.11359642177482e-254,"2","ABHD15"
"CAMK2G",1.51642523233679e-257,0.814735994451531,0.554,0.094,3.99305092178925e-253,"2","CAMK2G"
"SSTR21",7.9699240466867e-257,0.755933873830557,0.755,0.18,2.09864039997354e-252,"2","SSTR2"
"CHID1",1.27503303437578e-256,0.573953002130039,0.589,0.106,3.35741698611831e-252,"2","CHID1"
"CPLX2",4.93176982698501e-256,0.51432272617763,0.537,0.084,1.29863363084169e-251,"2","CPLX2"
"LDLRAP1",2.63954974791336e-253,0.578470269867449,0.669,0.135,6.95046239620546e-249,"2","LDLRAP1"
"KCTD12",4.01544609123986e-253,0.544642433323937,0.409,0.045,1.05734726474528e-248,"2","KCTD12"
"FAR2P2",4.15268820389306e-253,0.502014315978225,0.44,0.054,1.09348585784912e-248,"2","FAR2P2"
"RPS6KA5",7.78869250151268e-253,0.97005417173103,0.847,0.25,2.05091850949832e-248,"2","RPS6KA5"
"KCNK3",6.81994173647234e-251,0.572109334214433,0.722,0.158,1.7958270580479e-246,"2","KCNK3"
"TMEM9",5.30893134994346e-250,0.610896102291688,0.673,0.144,1.39794780306711e-245,"2","TMEM9"
"HLA-E1",1.24042448554942e-249,0.941980036822262,0.85,0.237,3.26628575534872e-245,"2","HLA-E"
"CLU1",3.77813765274084e-249,1.34831204265918,0.999,0.516,9.94859206719719e-245,"2","CLU"
"ARRDC4",1.27643841947826e-247,0.662299151756293,0.289,0.018,3.36111764617014e-243,"2","ARRDC4"
"ETFDH",1.58118290264747e-247,0.833438268788308,0.597,0.118,4.16357081925131e-243,"2","ETFDH"
"H2AFJ",2.09953326522702e-247,0.545554684321639,0.726,0.164,5.52849099399578e-243,"2","H2AFJ"
"ALDH1A11",2.54633206557829e-246,1.13517060816352,0.959,0.305,6.70500159508074e-242,"2","ALDH1A1"
"SLC8A2",2.9050629521198e-244,0.450139584087321,0.407,0.047,7.64961176552186e-240,"2","SLC8A2"
"ITPK1",2.94931360707543e-244,0.489220372642984,0.557,0.098,7.76613259015102e-240,"2","ITPK1"
"PLD3",3.64170278786639e-243,0.682444012595694,0.915,0.268,9.58933178100979e-239,"2","PLD3"
"TP53I13",9.36855930872426e-243,0.556137785328742,0.469,0.069,2.46692903717327e-238,"2","TP53I13"
"TMEM176B1",2.47127826462601e-242,0.912181757937782,0.97,0.293,6.50736992641321e-238,"2","TMEM176B"
"C1orf132",4.55708515883029e-242,0.712877849227971,0.43,0.056,1.19997166402319e-237,"2","C1orf132"
"STMN2",2.64732527330074e-241,0.492440433791058,0.566,0.097,6.97093690965551e-237,"2","STMN2"
"ZKSCAN11",2.96758687225365e-240,0.796106625658393,0.831,0.233,7.81424975201832e-236,"2","ZKSCAN1"
"BTG21",1.05759813965111e-239,0.791313855014241,0.862,0.23,2.78486742132929e-235,"2","BTG2"
"FAM213A",1.63543822491626e-239,0.637820466269349,0.767,0.195,4.3064359338495e-235,"2","FAM213A"
"GADD45G",2.30321906065852e-239,0.860142630203148,0.457,0.064,6.06483643052602e-235,"2","GADD45G"
"QDPR",1.62965746107149e-238,0.405504052024512,0.623,0.121,4.29121402649344e-234,"2","QDPR"
"EMC10",2.90550269637421e-238,0.920178787863045,0.931,0.312,7.65076970009258e-234,"2","EMC10"
"CMB9-22P13.1",1.51947779884149e-237,0.750978706046475,0.617,0.129,4.00108893990941e-233,"2","CMB9-22P13.1"
"NPDC11",5.70669267946148e-237,0.610842128788237,0.861,0.232,1.5026863163558e-232,"2","NPDC1"
"TMEM236",9.99271051310415e-237,0.571496720252462,0.293,0.021,2.63128053231058e-232,"2","TMEM236"
"CTSA",1.96237555354717e-235,0.637886176905119,0.74,0.181,5.16732730760042e-231,"2","CTSA"
"PDK3",3.57596956240142e-235,0.447693398452101,0.473,0.072,9.41624305171543e-231,"2","PDK3"
"AGT",7.05623179177545e-234,1.08832306671536,0.652,0.138,1.85804695541031e-229,"2","AGT"
"PAPSS2",8.6257856678244e-234,0.51832312117693,0.716,0.161,2.27134188205152e-229,"2","PAPSS2"
"HELLPAR",1.3520057659209e-232,1.03100444410514,0.83,0.276,3.56010158282293e-228,"2","HELLPAR"
"CALY",1.41515530356743e-232,0.737165543687758,0.488,0.075,3.72638694535376e-228,"2","CALY"
"SCG3",3.17555903354578e-232,0.465466647760857,0.783,0.181,8.36188204713274e-228,"2","SCG3"
"SLC30A8",5.05878590287332e-232,0.692857829641748,0.857,0.215,1.3320795039446e-227,"2","SLC30A8"
"PTPRS",8.00862490600113e-231,0.990022439116449,0.478,0.077,2.10883111024822e-226,"2","PTPRS"
"BSCL2",2.53205389901995e-230,0.629235748499592,0.668,0.155,6.66740432689933e-226,"2","BSCL2"
"RP11-254I22.3",2.94113097337785e-230,0.399355101771375,0.306,0.024,7.74458607909855e-226,"2","RP11-254I22.3"
"RPL7L1",1.81645334540477e-229,0.713295092660267,0.713,0.179,4.78308494911983e-225,"2","RPL7L1"
"KCNJ6",1.82457837446084e-229,0.585566657150821,0.443,0.065,4.80447977563028e-225,"2","KCNJ6"
"NBL1",6.78423758796616e-229,0.496005048473703,0.633,0.13,1.78642544166325e-224,"2","NBL1"
"USH1C",1.64378801750233e-228,0.521478444639777,0.429,0.058,4.32842260768712e-224,"2","USH1C"
"FAM153C",2.64956964871147e-227,0.966961954469918,0.866,0.293,6.97684679898704e-223,"2","FAM153C"
"TECR",2.24394412191931e-226,0.626717848011353,0.673,0.157,5.90875366183792e-222,"2","TECR"
"C2CD4A",1.75867233622492e-225,0.663135586455827,0.513,0.086,4.63093599574745e-221,"2","C2CD4A"
"FTX",4.28483756217172e-225,0.803362580112018,0.713,0.184,1.12828342687106e-220,"2","FTX"
"CDK5R2",6.32683812076786e-225,0.433943306095374,0.513,0.087,1.66598301396059e-220,"2","CDK5R2"
"VIL1",6.32954341665458e-224,0.584123071340255,0.336,0.033,1.66669537247348e-219,"2","VIL1"
"PCDH17",3.06940801312365e-223,0.418087781198513,0.477,0.075,8.0823651801572e-219,"2","PCDH17"
"C2CD4B",4.70299831179319e-223,0.733758663891756,0.636,0.135,1.23839351546138e-218,"2","C2CD4B"
"LPPR2",6.30117114454254e-223,0.583860563469405,0.507,0.089,1.65922438578094e-218,"2","LPPR2"
"LTBP3",1.1846677126797e-222,0.642919253848187,0.616,0.135,3.11946702102819e-218,"2","LTBP3"
"MBOAT7",4.26730689188892e-222,0.525181410392285,0.577,0.117,1.12366725077219e-217,"2","MBOAT7"
"PTP4A3",5.90306431040963e-222,0.588825733171976,0.588,0.116,1.55439489421706e-217,"2","PTP4A3"
"P4HA2",2.32742717312951e-221,0.430135122093003,0.501,0.086,6.12858123228462e-217,"2","P4HA2"
"CBX6",5.58986228482394e-221,0.394966205772659,0.748,0.19,1.47192253683984e-216,"2","CBX6"
"RPL21P135",5.77949369517346e-221,0.581677811889442,0.338,0.035,1.52185627981307e-216,"2","RPL21P135"
"PCSK7",5.05793777114143e-220,0.778178837512486,0.643,0.155,1.33185617389696e-215,"2","PCSK7"
"KCNQ1OT1",8.48711429101193e-220,0.846712063609275,0.537,0.109,2.23482693510926e-215,"2","KCNQ1OT1"
"KIAA13241",8.6567504353388e-219,0.918726773772041,0.971,0.341,2.27949552463341e-214,"2","KIAA1324"
"FKBP81",4.81439027322251e-217,0.610620796759857,0.707,0.177,1.26772524674495e-212,"2","FKBP8"
"HNF1A-AS1",5.56324793253771e-217,0.605618144901352,0.377,0.047,1.46491444559583e-212,"2","HNF1A-AS1"
"BCAT2",6.46844715088478e-217,0.475470517641054,0.477,0.079,1.70327150377098e-212,"2","BCAT2"
"MPC2",6.10113336953762e-216,0.407932179637246,0.559,0.11,1.60655043886665e-211,"2","MPC2"
"TTR1",2.54834316482815e-215,1.10546662581258,1,0.871,6.71029722162547e-211,"2","TTR"
"GCH1",5.38510749155895e-215,0.292758782256982,0.621,0.129,1.4180065046773e-210,"2","GCH1"
"A1CF",9.61712862968588e-215,0.484205320576985,0.362,0.042,2.53238231076889e-210,"2","A1CF"
"KCNK16",2.00386254600152e-214,0.592066679534439,0.524,0.095,5.27657085613121e-210,"2","KCNK16"
"RASA4B",4.960722749798e-214,0.432912402473043,0.63,0.139,1.30625751447681e-209,"2","RASA4B"
"FCGRT",8.3208987259481e-214,0.551403858283254,0.58,0.12,2.19105905251665e-209,"2","FCGRT"
"PAK3",2.91797828774342e-213,0.452363900617994,0.627,0.136,7.68362042728597e-209,"2","PAK3"
"SLC16A7",5.41422877810854e-213,0.436756181956786,0.703,0.176,1.42567472185154e-208,"2","SLC16A7"
"BACE1",1.16597614079202e-212,0.392482794819977,0.508,0.092,3.07024837393354e-208,"2","BACE1"
"NOVA1",7.08339084043412e-212,0.515000304415296,0.348,0.04,1.86519847610311e-207,"2","NOVA1"
"MYH10",1.65678764354762e-211,0.53221222623143,0.47,0.081,4.36265322298961e-207,"2","MYH10"
"PCSK21",2.52060027850062e-211,1.12791216970253,0.989,0.4,6.63724465334784e-207,"2","PCSK2"
"TMX4",2.97865924777921e-211,0.461738408847875,0.525,0.099,7.84340553125223e-207,"2","TMX4"
"SYP",9.58649450744655e-211,0.535946165334093,0.551,0.11,2.52431573370082e-206,"2","SYP"
"KCNMA1",1.3291126592177e-210,0.622045952242236,0.436,0.068,3.49981945425204e-206,"2","KCNMA1"
"GBF1",2.32100186126765e-210,0.787355132839829,0.614,0.147,6.11166210108997e-206,"2","GBF1"
"ANXA61",4.82041030393095e-210,0.376742522874662,0.719,0.178,1.2693104412311e-205,"2","ANXA6"
"PGR",2.19099601520653e-209,0.443445225048791,0.302,0.028,5.76933070724182e-205,"2","PGR"
"EPHX1",2.29286067616131e-209,0.545976230373987,0.65,0.153,6.03756073246796e-205,"2","EPHX1"
"PABPN1",2.70362102168176e-209,0.581780073971071,0.787,0.224,7.11917487429241e-205,"2","PABPN1"
"MAPK8IP2",3.47808097275651e-209,0.489409321721586,0.469,0.078,9.15848281746243e-205,"2","MAPK8IP2"
"DPM3",5.10655923747477e-209,0.394040473171,0.626,0.139,1.34465917841186e-204,"2","DPM3"
"SCARB1",7.03393691340586e-209,0.508883221981526,0.349,0.041,1.85217626803803e-204,"2","SCARB1"
"MOB1B",9.27515401810304e-209,0.471615557929333,0.373,0.048,2.44233355604689e-204,"2","MOB1B"
"L2HGDH",4.3422952922981e-208,0.787721352488803,0.647,0.162,1.14341319636794e-203,"2","L2HGDH"
"DAPK2",2.71534748082976e-207,0.587494918479864,0.461,0.078,7.15005298652092e-203,"2","DAPK2"
"RHBDD21",4.15079779718862e-207,0.332282902398537,0.74,0.19,1.09298807595571e-202,"2","RHBDD2"
"MAN1A1",6.35517614788488e-207,0.615181961993889,0.564,0.117,1.67344498326105e-202,"2","MAN1A1"
"RP4-671O14.6",9.81322048524533e-207,0.839502255816828,0.595,0.142,2.5840172181748e-202,"2","RP4-671O14.6"
"SLC35E3",1.93000598522446e-206,0.929418720911148,0.696,0.198,5.08209176029304e-202,"2","SLC35E3"
"SBF2",2.46112006919387e-206,0.674843425674037,0.57,0.126,6.4806213662013e-202,"2","SBF2"
"IL6R",2.47097557825055e-206,0.492146834812181,0.347,0.041,6.50657289264934e-202,"2","IL6R"
"CACNA1D",2.65575824085361e-206,0.706935475671596,0.58,0.131,6.99314259981572e-202,"2","CACNA1D"
"RASA4",3.07142915217144e-206,0.378263569275456,0.606,0.133,8.08768724349784e-202,"2","RASA4"
"MAFB1",1.70999244937261e-205,0.822718355937698,0.909,0.277,4.50275211768796e-201,"2","MAFB"
"ANKH",7.80412870534718e-205,0.466380410960442,0.577,0.122,2.05498317069202e-200,"2","ANKH"
"EPHX2",1.068183318247e-204,0.434858930560245,0.405,0.058,2.81274031360801e-200,"2","EPHX2"
